21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,74,75,39,39,39,39,39,39,39,39,39,39,39,39
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,73,76,46,46,46,46,46,46,46,46,46,46,46,46
5,30,5,5,30,5,5,30,5,5,30,5,5,30,5,5,30,5,72,71,70,59,59,70,70,70,70,70,59,70,59,70
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,71,70,59,59,70,70,70,70,70,59,59,70,70
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,71,70,70,59,70,70,70,70,70,70,59,70,70
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,71,70,70,70,70,70,70,70,70,70,70,70,70
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,71,70,70,70,70,70,70,70,70,70,70,70,70
5,29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,71,61,70,70,70,70,83,85,85,83,70,58,70
7,7,7,7,7,7,7,7,7,7,7,9,32,32,32,32,32,32,32,38,60,38,38,38,38,84,53,53,84,38,55,38
8,8,8,8,8,8,8,8,8,8,24,4,34,34,34,34,34,34,34,34,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,16,18,78,34,34,34,34,34,34,34,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,15,24,18,78,34,34,34,34,34,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,15,24,18,78,34,34,39,39,39,39,39,39,39,39,39,39,67,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,15,24,18,79,80,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,15,8,81,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,62,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,39,39,39,39,39,39,39
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
