39,39,39,39,39,39,39,39,39,43,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
46,46,46,46,46,46,46,46,46,45,70,70,107,105,104,105,104,105,104,105,104,105,104,105,104,105,104,105,104,105,104,105
70,70,70,59,59,59,59,59,59,59,70,70,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97
70,70,70,70,59,70,59,59,59,59,70,70,145,147,145,147,95,96,112,113,112,113,95,96,112,113,112,113,95,96,145,147
70,70,70,70,70,59,59,70,59,59,70,70,146,148,146,148,99,97,114,115,114,115,99,97,114,115,114,115,99,97,146,148
55,55,55,42,70,59,59,70,59,70,70,70,112,113,112,113,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96
39,39,39,43,70,59,59,70,59,70,70,70,114,115,114,115,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97
39,39,39,43,70,59,59,59,59,70,70,70,112,113,112,113,95,96,111,110,111,110,95,96,111,110,111,110,95,96,95,96
39,39,39,43,70,59,59,59,70,70,70,70,114,115,114,115,99,97,108,109,108,109,99,97,108,109,108,109,99,97,99,97
39,39,39,43,70,59,59,59,70,70,70,70,95,96,95,96,95,96,111,110,111,110,95,96,111,110,111,110,95,96,95,96
39,39,39,43,70,59,59,70,70,70,70,70,99,97,99,97,99,97,108,109,108,109,99,97,108,109,108,109,99,97,99,97
39,39,39,43,70,59,59,70,70,70,70,70,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96
39,39,39,43,70,70,59,70,70,70,70,70,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97
39,39,39,43,70,70,59,70,70,70,70,70,145,147,145,147,118,136,118,136,118,136,118,136,118,136,118,136,118,118,145,147
39,39,39,43,70,70,59,70,70,70,70,70,146,148,146,148,118,118,118,118,118,118,118,118,118,118,118,118,118,118,146,148
39,39,39,43,70,70,59,70,70,70,70,70,145,147,145,147,118,118,118,118,118,118,118,118,118,118,118,118,118,118,145,147
39,39,39,43,70,70,59,70,70,70,70,70,146,148,146,148,118,118,118,118,118,118,118,118,118,118,118,118,118,118,146,148
39,39,39,43,70,70,59,70,70,70,70,70,145,147,145,147,118,118,118,118,123,118,118,118,118,118,118,118,118,118,95,96
39,39,39,43,70,70,59,70,70,70,70,70,146,148,146,148,118,118,118,134,134,130,131,118,118,118,118,118,118,118,99,97
39,39,39,43,70,70,59,70,70,70,70,70,145,147,145,147,104,105,104,105,104,105,104,121,118,118,118,118,118,118,95,96
39,39,39,43,70,70,59,70,70,70,70,70,146,148,146,148,99,97,99,97,99,97,99,122,118,118,118,118,132,118,99,97
39,39,39,43,70,70,70,70,70,70,70,70,95,96,95,101,118,118,136,118,118,136,118,118,118,118,118,118,149,105,145,147
39,39,39,43,70,70,70,70,70,70,70,70,99,97,99,103,118,135,118,118,118,118,118,118,118,118,118,118,98,97,146,148
39,39,39,43,70,70,70,70,70,70,70,70,95,96,95,101,118,118,118,118,118,118,118,118,118,118,118,118,136,118,145,147
39,39,39,43,70,70,70,70,70,70,70,70,98,97,99,122,118,118,118,118,118,118,118,150,150,118,124,127,118,118,146,148
39,39,39,43,70,70,70,70,70,70,70,70,70,70,137,118,118,118,133,134,149,105,104,105,104,105,104,121,118,118,145,147
39,39,39,43,70,70,70,58,70,70,70,70,70,70,138,118,29,118,134,134,99,97,99,97,99,97,99,103,123,118,146,148
39,39,39,48,37,37,37,55,38,38,38,38,107,105,104,105,104,105,104,105,95,96,95,96,95,96,95,96,104,105,95,96
39,39,39,39,1,1,1,39,39,39,39,39,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97
39,39,39,39,1,1,1,39,39,39,39,39,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96,95,96
39,39,39,39,1,1,1,39,39,39,39,39,141,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97,99,97
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
